543;Product543;26.49495469763722
773;Product773;61.18784514534431
63;Product63;89.3553235928917
254;Product254;88.27695060411574
407;Product407;6.2920130895745
193;Product193;35.37125259301784
379;Product379;54.20636176853707
269;Product269;87.32718730236388
294;Product294;76.58223518529125
925;Product925;16.731147026272687
660;Product660;30.910580865282288
293;Product293;68.53276914412008
307;Product307;71.61988200882789
888;Product888;6.606914353035309
374;Product374;51.011357362700736
756;Product756;64.66687508389768
655;Product655;0.5722149430156476
631;Product631;21.051938541341485
581;Product581;83.59964996812967
276;Product276;16.786057501580377
708;Product708;95.05622892204386
89;Product89;58.773674157306324
73;Product73;93.61665213524923
238;Product238;69.2118791097865
208;Product208;90.3529631893048
650;Product650;89.35131733373926
152;Product152;92.86440820953669
844;Product844;43.61630490940146
499;Product499;1.8651652956407472
501;Product501;31.141895524090522
443;Product443;48.38005260485427
985;Product985;33.844425146865085
772;Product772;42.21475843821755
967;Product967;53.75345582484884
992;Product992;25.625208435930446
444;Product444;84.24334667759264
277;Product277;55.4711350800942
474;Product474;45.427888749462895
663;Product663;65.56999212079111
112;Product112;20.98329801478691
349;Product349;13.27411074885686
311;Product311;37.481711008598865
981;Product981;52.33942655426117
904;Product904;33.89330427938793
654;Product654;32.81870763837148
907;Product907;42.433651190963595
800;Product800;21.05223200908982
846;Product846;15.825390634024306
801;Product801;4.579744609573321
591;Product591;7.420750366616902
